"كد شركت";"كد دوره";"Field3";"سر فصل";"زيرفصل";"ادامه زيرفصل"
1;305;;"داده کاوي و هوش کسب و کار و کاربرد آنها در مديريت دانش";"رابطه مديريت دانش داده كاوي و هوش كسب و كار - مقدمه اي بر داده كاوي و هوش كسب و كار - OLAP و انبار داده ها - فرايند داده كاوي و قابليتهاي داده كاوي - مدلسازي و ارزيابي مدلها";
1;359;;"PREPARING TO INSTALL WINDOWS 7";;
1;360;;"اشنايي با کامپوننتهاي جديد و کاربرد انها";"FILE SHARING - MEDIA SHARING - FIREWALL - UAC - NETMAPING";
1;361;;"Exploring Windows Server 2008 Active Directory Roles";;
1;362;;"Configure TCP/IP v4 and Subnetting";;
1;363;;"Implementing and Configuring a Windows Deployment Infrastructure";;
1;364;;"Planning name resolution and internet Protocol Addressing";;
1;365;;"MICROSOFT EXCHANGE SERVER & ACTIVE DIRECTORY";;
1;366;;"Building a Simple Network";;
1;367;;"آشنايي با اصول اوليه شبکه";"Voice over IP (VoIP)- Cisco Unified Call Manager- IP phones- video components";
1;368;;"Applying a Methodology to Network Design";;
1;369;;"	Course Introduction";;
1;370;;"Introduction to the Service Provider NGN and the Operations Environment";;
1;371;;"Cisco Network Architectures for the Enterprise";;
1;372;;"Course Overview";;
1;373;;"Course Overview";;
1;374;;"VPN Technologies";"1-1-Introducing Virtual Private Networks  1-2-Introduction to MPLS VPN";
1;375;;"Multiprotocol Label Switching";"1-1- Introducing MPLS 1-2-Running Label Distribution Protocol 1-3-Implementing MPLS in the Service Provider Core";
1;376;;"Service Provider Routing";"1-1- Understanding Service Provider Routing Protocols";
1;377;;"Service Provider Connectivity with BGP";"1-1- Defining Customer-to-Provider Connectivity Requirements 1-2Connecting a Customer to Service Provider";
1;378;;"Introducing Voice over IP";;
1;379;;"پياده سازي سرويس هاي مبتني بر موقعيت مکاني";;
1;380;;"معرفي اوليه سيستمهاي تلفني آنالوگ و ديجيتال";"1-1-آشنايي با مفهوم انالوگ 1-2- مفاهيم سيگنالينگ و ادرس دهي1-3-ارتباطات ديجيتال1-4-تبديل سيگنالهاي انالوگ به ديجيتال1-5-سرويس دهنده تلفني PSTN 1-6- معرفي PBX";
1;381;;"Wireless Fundamentals";;
1;382;;"INTRODUCTION TO WIRELESS COMMUNICATIONS";;
1;383;;"HP EVA 4400 PRODUCT OVERVIEW";;
1;384;;"IDENTIFY THE MAIN COMPONENTS OF THE EMC CLARIION ARCHITECTURE";;
1;385;;"VFABRIC HYPERIC ADMINISTRATION";;
1;386;;"VMWARE VSPHERE:WHAT`S NEW";;
1;387;;"VMWARE VSPHERE:WHAT`S NEW";;
1;388;;"VMWARE VCENTER SITE RECOVERY MANAGER V5.0";"1-1-INSTALL 1-2-CONFIGURE 1-3-MANAGE";
1;389;;"VMWARE VCLOUD OVERVIEW";;
1;390;;"APPLICATION VIRTUALIZATION WITH VMWARE THIN APP";;
1;391;;"VMWARE VIEW:INSTALL-CONFIGURE-MANAGE V4.5";;
1;392;;"CORE SPRING";;
1;788;;"1.	آشنايي با اصول بازاريابي";;
1;789;;"1.	آشنايي با حقوق تجارت";;
1;790;;"انتخاب چند پروژه موفق و ناموفق در صنعت نفت و گاز ( با توجه به شركت مجري دوره ) و نقد و بررسي  مسايل پيراموني آنها از قبيل نحوه برنامه ريزي ، اجرا ، چالشها و غيره و يافتن دلايل موفقيت يا عدم موفقيت پروژه";;
1;791;;"	اصول و مباني و تعاريف فني و کاربردي در صنايع نفت و گاز";;
1;8508;;"آشنايي با انواع UPS";;
1;10153;;"اصول تهيه هواي ابزاردقيق  و استانداردهاي مربوطه(توليد - آماده سازي - توزيع)";;
1;10453;;"انواع آب بندها (Gasket)";"آشنايي با آب بندها: لاستيكي، پنبه اي، فلزي، سنتيك، تفلوني و ... و ويژگي ها و كاربرد آنها- آشنايي با نحوه ي جايگزيني آب بندها";
1;10859;;"مقدمه";"قوانين گازها- حالات جريان سيالات- انواع سيالات- انرژي هاي سيال در حركت- ترموديناميک سيالات- خواص سيالات: سرعت، جرم مخصوص، چگالي، قايليت فشردگي و ...";"چسبندگي- عدد رينولدز- تئوري برنولي- معادله جريان سنجي مايعات- معادله جريان سنجي گازها- مفهوم و خصوصيات سيالات"
1;12352;;"ديگ هاي بخار و كوره ها";"آشنايي با ديگ هاي بخار و كوره ها و ساختار آنها (افقي، عمودي)";
1;12430;;"آشنايي با چاپ در فتوشاپ";;
1;12443;;"آشنايي  با برنامه  نويسي  جاوا و تاريخچه  تكامل  آن";;
1;12544;;"طرح جامع ورزش";;
1;12863;;"مروري بر سيستم Delta V و شبكه ي آن";"تشريح كلي اجزاء سخت افزاري سيستم Delta V- كنترل كننده ها- ايستگاه هاي اپراتوري- ايستگاه مهندسي";
2;76;;"آشنايي با حقوق ديپلماتيك و هشدارهاي حفاظتي";;
2;77;;"	آشنايي با قوانين امنيت فرودگاهي(توجيه حفاظت فيزيكي - عمليات فرودگاهي )";;
2;78;;"	سيستم هاي اعلام و اطفاء حريق";"3-1- آشنايي با انواع سيستم هاي هشدار دهنده حريق و به روز سازي سطح دانش فراگير،‌آشنايي و ايجاد آمادگي مخاطبين با چگونگي و روشهاي اطفاء حريق";
2;79;;"	آشنايي با وظايف حراست";;
2;80;;"شناخت آسيب پذيري و طبقه بندي تأسيسات( شناخت انواع تهديدات و خطرات-طبقه بندي تاسيسات)";;
2;81;;"راز ، انواع راز و دلايل افشاي راز";;
2;82;;"	شگردهاي تخليه تلفني(انواع کدهاي آشکار و پنهان تلفن-تشريح برخي از کدها و کاربردهاي آن)";;
2;83;;"اهداف ، وظايف و اقدامات حفاظت پرسنلي(	اهداف و وظايف-	تعيين صلاحيت هاي امنيتي -	انتصابات در مشاغل حساس)";;
2;84;;"	نحوه نگهداري ، علامت گذاري و ارسال اسناد طبقه بندي(انواع طبقه بندي ها و مصداق هاي آن- تهديدات اسناد طبقه بندي شده-چگونگي ارسال اسناد)";;
2;85;;"	دوران شكل گيري پيمان هاي اطلاعاتي";;
2;86;;"	اقدامات در برخورد با منفجره ها و بسته هاي مشکوک";;
2;87;;"	نكات ايمني مرتبط با سلاح";;
2;88;;"	اصول و مقررات حمل سلاح و مهمات";;
2;89;;" سطوح امنيتي";;
2;90;;"مراحل مشاهده و توصيف و چگونگي انتقال آن";;
2;91;;"	اقدامات تاميني در محل سكونت ، خودرو و مسيرهاي حركتي و ملاقات ها";;
2;92;;"فرمهاي گزارش نويسي";;
2;93;;"انجام اقدامات مناسب در حفظ صحنه جرم";;
2;94;;"اهداف حراستي و حفاظتي(حفاظت گفتار-حفاظت فيزيكي-حفاظت اسناد و مدارك )";;
2;95;;"آشنايي با موضوعات مطرح در حفاظت الکترونيک";;
2;96;;"آشنايي با تجهيزات نظارت تصويري(لنز -کابل-تقويت کننده)";;
2;97;;"تحليل شرايط محيطي";;
2;98;;"استانداردهاي فشرده سازي تصاوير مگاپيکسل(محاسبات چكالي پيكسل)";;
2;99;;"	استانداردهاي رنگ";;
2;100;;"	توپولوژي و طراحي سيستمها(انتخاب سيستم و سامانه- تکنيک هاي ايمن سازي سيستم هاي کنترل تردد)";;
2;101;;"	آشنايي با روشهاي يکپارچه سازي نرم افزارها و اتصال به ساير سيستم ها(معرفي امکانات سامانه-معرفي نرم افزارهاي مديريت و پيکره بندي سيستم )";;
2;105;;"تجزيه تحليل محيط خارج و داخل سازمان";;
2;106;;"سطوح سيستمهاي ورزشي و تقسيم بندي هاي مختلف";;
2;107;;"عناصر ساختار سازمان ورزشي";;
2;108;;"طرفهاي عرضه در ورزش";;
2;109;;"طراحي يک مرکز ورزشي علمي";;
2;110;;"آشنايي با انواع دوپينگ";;
2;111;;"2.	 فرايندهاي استعداديابي";;
2;112;;"علوم کاربردي ورزش";;
2;115;;"برنامه ريزي براي تصميمات مربوط به انتخاب بازار";;
2;116;;"ارزشيابي،  آمارگيري";;
2;167;;"نحوه ايجاد پروژه";"پيكربندي و ملاحظات طراحي پروژه- استانداردهاي طراحي پروژه- ساختار پايگاه داده- ايجاد پروژه جديد- كاركردن و ويرايش با پروژه هاي موجود- كامپايل كردن پروژه و Debugging- تهيه نسخه پشتيبان و بازنشاني آن";
2;168;;"پيكربندي سخت افزار";"انواع Rack در سيستم هاي 400 كاربرد و ويژگي هاي آن- پيكربندي سخت افزاري سيستم هاي 400- تفاوت و ويژگي هاي اساسي سيستم هاي 400، 400H و 400HF با سري هاي 300 به لحاظ قابليت هاي حافظه اي- Featureهاي افزونگي- Safety-وقفه هاو پارامترهاي قابل تنظيم و مديريت";
2;169;;"سيستم هاي كنترل سرج";"اهميت سيستم هاي كنترل سرج- انواع روشهاي كنترل سرج- كنترل سرعت كمپرسور- استفاده از شير آنتي سرج-  چيدمان هاي مختلف لوپ ريسايکل (گاز گرم، گاز سرد و تركيبي)-  سيستم کنترل آنتي سرج";
2;171;;"اجزاي کابلهاي ابزار دقيق";"-کانکتورها ، شيلدها ، عايقها و ترمينالها";
2;172;;"چاه ارت و نحوه محاسبه و اجرا، محاسبه مقاومت و تعداد چاه ارت";;
2;173;;"قوانين فيزيکي، ساختمان و طرز کارسيستمها و ابزارهيدروليکي و تمرينات عملي";;
2;174;;"انواع سيستمهاي اندازه گيري مشتقات نفتي و گازي";;
2;175;;"انواع سيستم نشت يابي و مقايسه آنها";;
2;176;;"ارتباط PLC با HMI";;
2;177;;"ابزارهاي كاربري و محيط گرافيكي";"كار با جعبه ابزار اپراتوري- كار با كليدها- Faceplateها و پارامترها و تنظيم آنها و ديگر امكانات گرافيكي صفحات و تشريح هريك از امكانات Navigators و …";
2;178;;"نصب نرم افزار";"نحوه نصب و تنظيمات نرم افزار و ملزومات آن-  محيط نرم افزار برنامه نويسي- نحوه نصب و برداشتن License";
2;179;;"ساختار اطلاعات واسطه اپراتوري";"اشكالات احتمالي واسطه اپراتوري و چگونگي رفع آنها- ارتباط با واسطه اپراتور شبكه ارتباطي سيستم- مانيتورينگ و نحوه انجام تنظيمات و ايجاد ارتباط با سيستم کنترل";
2;181;;"سخت افزار اترنت زيمنس";"اجزاي سخت افزاري- 10Base5، 10BaseT، 10BaseF،10BaseTX و  10BaseFX";
2;182;;"ابزارهاي كاربري و محيط گرافيكي";"كار با جعبه ابزار اپراتوري- كار با كليدها- Faceplateها و پارامترها و تنظيم آنها و ديگر امكانات گرافيكي صفحات و تشريح هريك از امكانات Navigators و …";
2;183;;"شبكه DCS";"Control Network-تبادل و انتقال ديتا تحت شبكه جهت كنترل و نمايش-DCS در سيستم Redundancy";
2;186;;"بافر عيب يابي";"تحليل عيب ها از طريق كدهاي خطاي ذخيره شده در Diagnostic Buffer- استفاده از Status Bitها و مثال هاي كاربردي";
